GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-functions,com.google.cloud.functions.v1,CloudFunctionsServiceClient,79,235,4,4,21,54,19,34,15,34
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,GrpcAnalyticsAdminServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStub,430,3,0,0,86,1,86,1,86,1
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings,28,742,1,1,7,217,5,81,4,81
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.Builder,697,1793,0,0,99,474,4,76,4,76
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,GrpcAnalyticsAdminServiceStub,95,3153,0,0,31,1371,23,142,23,142
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha.stub,AnalyticsAdminServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDisplayVideo360AdvertiserLinksPagedResponse,0,20,0,0,0,7,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.AuditUserLinksPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListPropertiesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListAccountSummariesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.SearchChangeHistoryEventsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDisplayVideo360AdvertiserLinkProposalsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListConversionEventsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListAccountsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListUserLinksFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDataStreamsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListFirebaseLinksPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListAccountsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListUserLinksPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListGoogleAdsLinksPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListConversionEventsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListFirebaseLinksFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDataStreamsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.AuditUserLinksFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListMeasurementProtocolSecretsPagedResponse,0,20,0,0,0,7,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.SearchChangeHistoryEventsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListAccountSummariesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.SearchChangeHistoryEventsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListGoogleAdsLinksPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListFirebaseLinksPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListCustomMetricsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListMeasurementProtocolSecretsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDisplayVideo360AdvertiserLinkProposalsPagedResponse,0,20,0,0,0,8,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDisplayVideo360AdvertiserLinkProposalsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListUserLinksPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceSettings.Builder,311,14,0,0,81,4,76,3,76,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListCustomMetricsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient,202,1891,48,48,30,530,73,251,25,251
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListCustomMetricsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListGoogleAdsLinksFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListCustomDimensionsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListConversionEventsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListCustomDimensionsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListPropertiesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListCustomDimensionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDisplayVideo360AdvertiserLinksPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListPropertiesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDisplayVideo360AdvertiserLinksFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListAccountSummariesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceSettings,386,6,0,0,103,3,81,2,81,2
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListMeasurementProtocolSecretsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListDataStreamsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.AuditUserLinksPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-analytics-admin,com.google.analytics.admin.v1alpha,AnalyticsAdminServiceClient.ListAccountsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1.stub,GrpcPhishingProtectionServiceV1Beta1CallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1.stub,PhishingProtectionServiceV1Beta1StubSettings.Builder,28,111,0,0,10,36,4,6,4,6
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1.stub,PhishingProtectionServiceV1Beta1StubSettings,28,56,1,1,7,24,5,11,4,11
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1.stub,GrpcPhishingProtectionServiceV1Beta1Stub,50,82,0,0,16,32,8,7,8,7
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1.stub,PhishingProtectionServiceV1Beta1Stub,5,3,0,0,1,1,1,1,1,1
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1,PhishingProtectionServiceV1Beta1Settings,36,6,0,0,12,3,11,2,11,2
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1,PhishingProtectionServiceV1Beta1Client,48,56,1,1,15,17,11,7,10,7
CoverageAggregator/google-cloud-phishingprotection,com.google.cloud.phishingprotection.v1beta1,PhishingProtectionServiceV1Beta1Settings.Builder,31,14,0,0,11,4,6,3,6,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionApiKeyRegistryClient.ListPredictionApiKeyRegistrationsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,UserEventServiceSettings,66,6,0,0,17,3,17,2,17,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionServiceClient.PredictFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,CatalogServiceSettings,66,6,0,0,17,3,17,2,17,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionApiKeyRegistrySettings,46,6,0,0,16,3,13,2,13,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionServiceClient,52,56,1,1,16,16,12,7,11,7
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,UserEventServiceClient.ListUserEventsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,UserEventServiceClient,77,220,5,5,20,72,19,23,14,23
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionApiKeyRegistryClient,56,118,3,3,16,38,14,15,11,15
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,UserEventServiceSettings.Builder,55,14,0,0,17,4,12,3,12,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,UserEventServiceClient.ListUserEventsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionApiKeyRegistryClient.ListPredictionApiKeyRegistrationsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionServiceSettings.Builder,31,14,0,0,11,4,6,3,6,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionServiceClient.PredictPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,CatalogServiceClient.ListCatalogItemsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,CatalogServiceSettings.Builder,55,14,0,0,17,4,12,3,12,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,CatalogServiceClient.ListCatalogItemsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionApiKeyRegistryClient.ListPredictionApiKeyRegistrationsPagedResponse,0,20,0,0,0,7,0,3,0,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,CatalogServiceClient,75,240,6,6,19,73,19,27,13,27
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionApiKeyRegistrySettings.Builder,39,14,0,0,13,4,8,3,8,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,UserEventServiceClient.ListUserEventsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionServiceClient.PredictPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,CatalogServiceClient.ListCatalogItemsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1,PredictionServiceSettings,36,6,0,0,11,3,11,2,11,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,UserEventServiceStubSettings,28,112,1,1,7,37,5,17,4,17
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionApiKeyRegistryStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionApiKeyRegistryStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionApiKeyRegistryStub,20,3,0,0,4,1,4,1,4,1
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcUserEventServiceStub,56,285,0,0,18,114,10,16,10,16
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcUserEventServiceCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcCatalogServiceCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionApiKeyRegistryStubSettings.Builder,42,172,0,0,15,53,4,8,4,8
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,CatalogServiceStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionServiceStubSettings.Builder,28,130,0,0,10,40,4,6,4,6
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionApiKeyRegistryStubSettings,28,80,1,1,7,32,5,13,4,13
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,UserEventServiceStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionServiceStub,10,3,0,0,2,1,2,1,2,1
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,CatalogServiceStubSettings.Builder,68,284,0,0,17,94,4,12,4,12
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,CatalogServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,CatalogServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionServiceStubSettings,28,64,1,1,7,25,5,11,4,11
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,UserEventServiceStubSettings.Builder,66,312,0,0,16,112,4,12,4,12
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcPredictionApiKeyRegistryCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcPredictionApiKeyRegistryStub,53,176,0,0,17,76,9,11,9,11
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,UserEventServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,CatalogServiceStubSettings,28,112,1,1,7,38,5,17,4,17
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,UserEventServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcPredictionServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,PredictionServiceStubSettings.new PagedListDescriptor() {...},18,15,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcPredictionServiceStub,53,90,0,0,17,33,9,7,9,7
CoverageAggregator/google-cloud-recommendations-ai,com.google.cloud.recommendationengine.v1beta1.stub,GrpcCatalogServiceStub,53,318,0,0,17,129,9,18,9,18
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1.stub,OsLoginServiceStubSettings.Builder,63,234,0,0,15,70,4,11,4,11
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1.stub,OsLoginServiceStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1.stub,OsLoginServiceStubSettings,28,98,1,1,7,37,5,16,4,16
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1.stub,GrpcOsLoginServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1.stub,GrpcOsLoginServiceStub,50,297,0,0,16,124,8,17,8,17
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1,OsLoginServiceSettings.Builder,51,14,0,0,16,4,11,3,11,3
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1,OsLoginServiceClient,62,273,8,8,15,86,18,31,10,31
CoverageAggregator/google-cloud-os-login,com.google.cloud.oslogin.v1,OsLoginServiceSettings,61,6,0,0,16,3,16,2,16,2
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Client.ListNotesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Client.ListNoteOccurrencesPagedResponse,0,17,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Client.ListNoteOccurrencesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Settings.Builder,87,14,0,0,25,4,20,3,20,3
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Settings,106,6,0,0,26,3,25,2,25,2
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Client.ListOccurrencesPagedResponse,0,17,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Client.ListNotesPagedResponse.new ApiFunction() {...},0,9,0,0,0,2,0,2,0,2
CoverageAggregator/google-cloud-containeranalysis,com.google.cloud.devtools.containeranalysis.v1beta1,GrafeasV1Beta1Client.ListNotesPagedResponse,0,17,0,0,0,5,0,2,0,2
